Nome: PAULO AFONSO
Codigo Estacao: A411
Latitude: -9.37805554
Longitude: -38.22666666
Altitude: 255.04
Situacao: Desativada
Data Inicial: 2014-01-01
Data Final: 2017-03-12
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2014-01-05;1700;983;984,2;983;3382,6;33,1;34,2;31,9;35;30;32;124;8,5;4,4;
2014-01-05;1800;982,5;983;982,5;2636,9;33,2;34,1;32,2;33;28;30;165;8,6;3,3;
2014-01-05;1900;982,4;982,6;982,4;1655,9;33,5;33,8;32,4;30;28;29;159;8,5;3,3;
2014-01-05;2000;982,8;982,8;982,4;1238,3;33,2;33,8;33;29;28;29;129;7,3;2,6;
2014-01-05;2100;983,1;983,1;982,8;257,2;31,7;33,3;31,7;31;28;30;151;6;3,6;
2014-01-05;2200;983,4;983,4;983,1;-2,8;30,6;31,7;30,6;34;30;34;136;9,5;4,8;
2014-01-05;2300;984,3;984,3;983,4;-3,5;28,2;30,6;28,2;44;34;44;140;12,5;7,6;
2014-01-06;0000;985,1;985,2;984,3;-3,5;26,6;28,2;26,6;52;44;52;131;11,7;6,6;
2014-01-06;0100;985,4;985,5;985,1;-3,5;25,5;26,6;25,5;58;52;58;127;9,8;6,1;
2014-01-06;0200;985,3;985,5;985,3;-3,5;24,6;25,5;24,6;64;58;64;137;10,1;5,5;
2014-01-06;0300;985,2;985,4;985,2;-3,5;23,8;24,6;23,8;68;64;68;127;8;3;
2014-01-06;0400;984,9;985,2;984,9;-3,5;23,2;23,8;23,2;73;68;73;139;5,6;2,7;
2014-01-06;0500;984,6;984,9;984,6;-3,5;23;23,3;23;76;73;76;140;6,6;3,8;
2014-01-06;0600;984,5;984,6;984,3;-3,5;22,5;23,1;22,5;78;76;78;144;7,3;3,1;
2014-01-06;0700;984,7;984,7;984,5;-3,5;22,1;22,7;22,1;80;78;80;146;5,1;2,7;
2014-01-06;0800;985,2;985,2;984,7;-3,5;21,6;22,1;21,5;83;80;83;142;4,3;3,1;
2014-01-06;0900;985,8;985,8;985,2;55,5;22;22;21,5;84;83;84;150;4,3;2,8;
2014-01-06;1000;985,9;985,9;985,7;511;23,1;23,2;22;84;81;81;145;5,2;3,1;
2014-01-06;1100;985,8;986;985,8;1042,3;24,5;24,8;23,1;81;73;73;125;7,2;4,7;
2014-01-06;1200;985,8;985,9;985,8;1865,5;26,6;27;24,3;74;61;62;129;8,1;5,3;
2014-01-06;1300;985;985,8;985;2851,3;27,9;28,6;26,6;62;53;54;116;9,3;5,1;
2014-01-06;1400;984,7;985;984,7;3394,4;29,6;29,8;27,8;56;48;48;120;9,9;4,3;
2014-01-06;1500;984,1;984,7;984;3103,2;30,8;30,8;28,8;50;44;44;125;9,3;5,3;
2014-01-06;1600;983,5;984,1;983,5;2871,7;31,7;31,8;30,2;44;38;38;116;9,3;4,5;
2014-01-06;1700;982,7;983,5;982,7;3230,9;32,5;32,9;30,9;40;33;34;135;9,3;3;
2014-01-06;1800;981,9;982,7;981,9;2918,9;33,6;33,6;32,2;34;31;31;122;8,4;3,7;
2014-01-06;1900;981,7;981,9;981,6;1786,5;32,2;33,5;32,2;35;31;33;122;8,7;5,2;
2014-01-06;2000;981,7;981,7;981,6;1170,9;32,3;33;32,1;34;31;33;159;8,7;4;
2014-01-06;2100;982,2;982,2;981,7;314,3;30,7;32,3;30,7;40;32;40;142;10,9;6,1;
2014-01-06;2200;983,1;983,2;982,2;-1,5;28,5;30,7;28,5;53;40;53;139;11,3;7;
2014-01-06;2300;983,9;983,9;983,1;-3,5;27,2;28,5;27,2;58;53;58;133;12,3;6,8;
2014-01-07;0000;984,6;984,6;983,9;-3,5;26,3;27,2;26,3;60;58;60;136;12,3;6,5;
2014-01-07;0100;984,9;985;984,6;-3,5;25,5;26,3;25,4;62;60;60;133;12,3;7;
2014-01-07;0200;984,9;984,9;984,8;-3,5;24,6;25,5;24,6;65;60;65;119;11,1;4,5;
2014-01-07;0300;984,5;984,9;984,5;-3,5;24;24,6;23,9;70;65;70;123;8,8;4,3;
2014-01-07;0400;983,9;984,5;983,9;-3,5;23,6;24;23,6;72;70;72;140;6,9;4,4;
2014-01-07;0500;983,9;984;983,7;-3,5;23;23,6;23;76;72;76;140;6,6;2,9;
2014-01-07;0600;983,6;983,9;983,5;-3,5;22,5;23;22,5;78;76;78;147;5,3;2,8;
2014-01-07;0700;983,8;983,8;983,5;-3,5;22,5;22,6;22,3;80;78;80;150;4,4;2,7;
2014-01-07;0800;984;984;983,7;-3,4;22,1;22,7;22,1;82;79;82;149;4,7;2,7;
2014-01-07;0900;984,7;984,7;984;57,6;22,3;22,3;21,6;83;82;82;132;4,7;2,5;
2014-01-07;1000;985,2;985,2;984,7;739,8;23,8;23,9;22,3;82;76;76;138;5;2,8;
2014-01-07;1100;985,2;985,2;985,1;1124,2;25;25,2;23,7;76;67;67;115;7,1;3,7;
2014-01-07;1200;985,2;985,3;985,2;2292,1;26,9;27,4;25;68;55;56;117;7,8;5,2;
2014-01-07;1300;984,6;985,2;984,6;1766,2;27,3;27,6;26;59;53;54;114;7,8;4,7;
2014-01-07;1400;984;984,6;984;2873,3;29,5;29,9;27,3;54;45;47;114;7,8;3,2;
2014-01-07;1500;983,5;984;983,5;2342,8;30;31,1;28,6;48;41;43;107;7;4,2;
2014-01-07;1600;982,7;983,5;982,6;2969,2;31,2;32,4;29,7;44;36;38;123;8,9;5;
2014-01-07;1700;981,5;982,7;981,4;2274,7;32,2;32,8;30,5;39;32;34;113;8,9;3,7;
2014-01-07;1800;980,8;981,5;980,7;2601,9;33;33,3;31,5;36;29;29;124;8,1;3,7;
2014-01-07;1900;980,3;980,8;980,3;1549,7;33;33,7;32,2;31;28;29;150;7,7;3,7;
2014-01-07;2000;980,7;980,7;980,2;631,5;31,5;33,3;31,5;33;28;33;145;9,7;5,5;
2014-01-07;2100;981,2;981,2;980,7;120,8;30,7;31,5;30,6;33;31;33;127;9;5,3;
2014-01-07;2200;981,9;981,9;981,2;-2,6;29,7;30,7;29,6;36;33;36;137;11,6;6,6;
2014-01-07;2300;982,7;982,7;981,9;-3,5;27,9;29,7;27,9;47;36;47;127;12;6,8;
2014-01-08;0000;983,5;983,5;982,7;-3,5;26,4;27,9;26,4;57;47;57;122;12,4;7,1;
2014-01-08;0100;984,1;984,1;983,4;-3,5;25,3;26,3;25,3;62;57;62;132;11,2;6;
2014-01-08;0200;984,1;984,2;984,1;-3,5;24,3;25,3;24,3;66;62;66;129;10,3;4,4;
2014-01-08;0300;983,7;984,1;983,7;-3,5;23,6;24,3;23,6;69;66;69;138;9,2;4,6;
2014-01-08;0400;983,2;983,7;983,2;-3,5;22,6;23,6;22,6;74;68;74;148;7;3,2;
2014-01-08;0500;983;983,2;983;-3,5;21,9;22,6;21,9;78;74;78;147;5,3;2,3;
2014-01-08;0600;982,4;983;982,4;-3,5;21,1;21,9;21,1;82;78;82;135;3,8;2,1;
2014-01-08;0700;982,5;982,5;982,4;-3,5;21,1;21,3;20,9;84;82;84;139;3,7;2,6;
2014-01-08;0800;982,8;982,8;982,5;-3,5;21;21,2;20,8;85;84;85;150;4,2;2,6;
2014-01-08;0900;983,6;983,6;982,8;38;22;22;21;85;82;82;151;4,9;2,8;
2014-01-08;1000;984;984,1;983,6;429,6;22,6;22,6;22;82;80;80;147;5,3;3;
2014-01-08;1100;984,2;984,2;984;1168,8;24,6;24,7;22,6;80;67;67;143;6,3;4,3;
2014-01-08;1200;984,2;984,3;984,1;2319,1;26,6;26,8;24,6;67;55;56;133;8,2;4,7;
2014-01-08;1300;984,2;984,3;984;2453,4;28,5;28,9;26,4;56;45;48;133;8,5;4,2;
2014-01-08;1400;983,7;984,2;983,7;1984,4;28,3;29,2;27,8;50;45;48;142;8,2;3,8;
2014-01-08;1500;983,1;983,7;983,1;1338;28,8;29;28,2;50;46;47;113;8,4;3,7;
2014-01-08;1600;982,4;983,1;982,4;2599,9;30,6;31,1;28,8;47;38;41;136;6,7;2,1;
2014-01-08;1700;981,5;982,4;981,5;2445,7;30,7;32,4;30,1;41;35;39;42;6,1;1,8;
2014-01-08;1800;980,7;981,5;980,7;1863,1;31,8;32,2;30,6;40;35;36;147;5,7;2;
2014-01-08;1900;980,7;980,8;980,6;1006,7;31,3;32,6;31,1;38;33;38;136;6,5;3,3;
2014-01-08;2000;981,1;981,1;980,7;400,9;29,4;31,3;29,4;47;38;47;150;10,3;5,8;
2014-01-08;2100;981,8;981,8;981,1;135,2;29,2;29,7;29,2;47;44;44;132;8,2;4,5;
2014-01-08;2200;982,4;982,4;981,8;-2,6;28,1;29,2;28,1;51;44;51;160;8,5;4,2;
2014-01-08;2300;983;983;982,4;-3,5;26,3;28,1;26,3;59;51;59;163;7,6;2,9;
2014-01-09;0000;983,2;983,2;982,9;-3,5;25,7;26,3;25,7;60;59;60;157;5;2,6;
2014-01-09;0100;983,5;983,5;983,2;-3,5;24,5;25,7;24,3;66;60;66;115;4,5;2,3;
2014-01-09;0200;983,8;983,8;983,5;-3,5;24,8;24,8;24,4;66;63;64;135;6,5;3,9;
2014-01-09;0300;983,4;983,8;983,4;-3,5;24,1;24,9;24,1;70;64;70;137;9;5;
2014-01-09;0400;982,7;983,5;982,7;-3,5;23,5;24,1;23,4;74;70;74;137;8,3;4,2;
2014-01-09;0500;982,6;982,7;982,5;-3,5;22,9;23,5;22,9;76;74;76;140;7,1;3,1;
2014-01-09;0600;982,3;982,6;982,3;-3,3;22,7;22,9;22,7;79;76;79;133;5,1;3,2;
2014-01-09;0700;982,1;982,3;982,1;-3;22,3;22,7;22,3;81;79;81;148;4,8;2;
2014-01-09;0800;982,9;982,9;982,1;-3,2;21,6;22,3;21,5;84;81;84;134;3,7;1,5;
2014-01-09;0900;983,6;983,6;982,9;49,6;22;22;21,5;84;84;84;134;2,8;1,6;
2014-01-09;1000;984,4;984,4;983,6;236,1;22,6;22,6;22;84;82;82;130;3,3;2;
2014-01-09;1100;984,9;984,9;984,4;557,9;23,6;23,6;22,6;82;78;78;105;3,6;1,7;
2014-01-09;1200;984,6;984,9;984,6;1647,6;25,7;25,9;23,6;78;67;67;135;3,9;1,7;
2014-01-09;1300;984,4;984,6;984,4;2637,9;27,6;28,1;25,4;67;57;58;135;4,4;1,5;
2014-01-09;1400;983,6;984,4;983,6;3206,7;28,9;29,7;27,6;58;51;53;332;4,4;1,7;
2014-01-09;1500;982,8;983,6;982,8;3699,2;30,9;31,3;28,9;53;42;44;299;3,8;1,5;
2014-01-09;1600;981,7;982,8;981,7;3485,3;32;32,8;30,4;45;37;39;14;3,7;1,2;
2014-01-09;1700;980,7;981,7;980,7;3301,2;33,2;33,8;32;40;31;33;332;4,1;1,4;
2014-01-09;1800;979,7;980,7;979,7;2717,4;33,9;34;32,6;34;31;31;240;4,1;1,8;
2014-01-09;1900;979,1;979,7;979,1;1931,3;34,6;34,9;33,3;32;28;29;247;3,7;2,1;
2014-01-09;2000;979,2;979,2;978,9;1222,9;34,1;34,7;33,7;29;27;29;190;3,7;1;
2014-01-09;2100;979,6;979,7;979,2;141,7;31;34,1;30,7;48;29;43;24;8,5;1,8;
2014-01-09;2200;980,3;980,3;979,6;-2,6;30;31;30;46;42;46;107;3,7;,4;
2014-01-09;2300;981,7;981,7;980,3;-2,9;29;30,7;29;55;44;54;121;12,2;7,7;
2014-01-10;0000;983;983;981,7;-3,2;27,8;29;27,8;59;54;59;114;12,2;6,7;
2014-01-10;0100;983,7;983,7;983;-3,3;26,6;27,8;26,6;65;59;65;124;11,2;5,6;
2014-01-10;0200;983,8;983,9;983,6;-3,4;26,1;26,6;26,1;67;65;67;131;8,6;4,5;
2014-01-10;0300;983,8;983,8;983,7;-3,2;25,8;26,1;25,7;68;67;68;130;7,4;3,1;
2014-01-10;0400;983,3;983,8;983,3;-3,5;25,1;25,8;25,1;71;68;71;127;6,2;3,6;
2014-01-10;0500;983,1;983,3;983,1;-3,5;24,9;25,1;24,9;72;71;71;130;5,8;2,7;
2014-01-10;0600;982,9;983,1;982,8;-3,5;24,7;24,9;24,6;72;71;71;131;4,6;2,7;
2014-01-10;0700;983,4;983,4;982,9;-3,4;24,4;24,7;24,4;72;71;72;119;3,8;2,5;
2014-01-10;0800;984,1;984,1;983,4;-3,4;24,1;24,4;24,1;73;71;73;113;3,7;2;
2014-01-10;0900;984,8;984,8;984,1;43,9;24;24,2;24;73;73;73;113;3,7;1,3;
2014-01-10;1000;985,2;985,3;984,8;342,3;24,7;24,7;24;73;71;71;142;2,5;,6;
2014-01-10;1100;985,8;985,8;985,2;1168,5;26,1;26,4;24,7;71;64;65;80;3;1,5;
2014-01-10;1200;985,7;985,8;985,7;1694,8;27,7;28,2;26;66;55;55;127;4,7;2,3;
2014-01-10;1300;985,4;985,7;985,4;2187,4;29,2;29,5;27,7;56;49;50;83;5,5;2,4;
2014-01-10;1400;984,7;985,4;984,7;1830,9;30,4;30,8;28,9;53;44;46;93;6,6;2,8;
2014-01-10;1500;983,7;984,7;983,7;2610,3;31,3;31,9;30,4;46;40;41;89;5,5;2,9;
2014-01-10;1600;983;983,7;983;2596,9;31,6;33,3;30,9;45;36;40;60;5,8;1,7;
2014-01-10;1700;981,6;983;981,6;1114,5;31,5;31,6;30,9;46;40;41;317;3,8;1,8;
2014-01-10;1800;980,5;981,6;980,5;1386,5;32;32,4;31,3;42;38;40;342;3,8;1,5;
2014-01-10;1900;980;980,5;980;1295,2;33;33,3;31,7;42;35;36;117;6,7;3,8;
2014-01-10;2000;980,3;980,3;979,9;708,8;32,6;33;32,5;37;35;36;122;8,3;4,5;
2014-01-10;2100;981;981;980,3;247,5;30,9;32,6;30,9;45;36;45;112;10,7;6,6;
2014-01-10;2200;981,7;981,7;981;-2,6;30;30,9;30;47;45;47;120;10,7;5;
